"ID","Symbol","Entry_Date","Exit_Date","Quantity","Buy_Value","Sell_Value","Profit","Period_of_holding","Turnover"
108,BANKNIFTY2141531900CE,"2021-04-13 14:55:12.000","2021-04-13 14:56:30.000",25,5473,5050,-423,0,5473
108,BANKNIFTY2141531900CE,"2021-04-13 14:55:12.000","2021-04-13 14:56:30.000",25,5476,5050,-426,0,5476
108,BANKNIFTY2141531900CE,"2021-04-13 14:58:22.000","2021-04-13 15:00:51.000",25,5300,5875,575,0,6450
108,BANKNIFTY2141531900CE,"2021-04-13 15:00:25.000","2021-04-13 15:00:51.000",25,6193,5875,-318,0,6193
108,BANKNIFTY2141531900CE,"2021-04-13 15:00:25.000","2021-04-13 15:00:51.000",25,6194,5875,-319,0,6194
106,BANKNIFTY2141531800CE,"2021-04-13 15:09:28.000","2021-04-13 15:11:13.000",25,7375,7500,125,0,7625
104,BANKNIFTY2141531700CE,"2021-04-13 15:14:03.000","2021-04-13 15:22:09.000",25,8500,7456,-1044,0,8500
105,BANKNIFTY2141531700PE,"2021-04-13 15:14:10.000","2021-04-13 15:22:09.000",25,6558,6711,154,0,6865
106,BANKNIFTY2141531800CE,"2021-04-15 09:17:41.000","2021-04-15 09:22:21.000",25,9140,7440,-1700,0,9140
106,BANKNIFTY2141531800CE,"2021-04-15 09:18:21.000","2021-04-15 09:22:21.000",25,9570,7434,-2136,0,9570
106,BANKNIFTY2141531800CE,"2021-04-15 09:24:08.000","2021-04-15 09:25:03.000",25,8470,8750,280,0,9030
109,BANKNIFTY2141531900PE,"2021-04-15 09:35:19.000","2021-04-15 09:35:44.000",25,5750,6500,750,0,7250
109,BANKNIFTY2141531900PE,"2021-04-15 09:36:22.000","2021-04-15 09:36:33.000",25,8719,8194,-525,0,8719
109,BANKNIFTY2141531900PE,"2021-04-15 09:39:25.000","2021-04-15 09:41:17.000",25,9414,8011,-1403,0,9414
107,BANKNIFTY2141531800PE,"2021-04-15 09:47:44.000","2021-04-15 09:50:48.000",25,5750,6000,250,0,6250
107,BANKNIFTY2141531800PE,"2021-04-15 09:51:34.000","2021-04-15 09:59:47.000",25,6100,5750,-350,0,6100
102,BANKNIFTY2141531500PE,"2021-04-15 11:02:02.000","2021-04-15 11:07:24.000",25,4624,4000,-624,0,4624
102,BANKNIFTY2141531500PE,"2021-04-15 11:12:02.000","2021-04-15 11:12:45.000",25,5235,5250,15,0,5265
102,BANKNIFTY2141531500PE,"2021-04-15 11:15:10.000","2021-04-15 11:20:08.000",25,5904,4716,-1188,0,5904
101,BANKNIFTY2141531500CE,"2021-04-15 11:39:13.000","2021-04-15 11:39:48.000",25,5194,5375,181,0,5556
101,BANKNIFTY2141531500CE,"2021-04-15 11:48:38.000","2021-04-15 11:49:12.000",25,8125,7420,-705,0,8125
101,BANKNIFTY2141531500CE,"2021-04-15 11:50:22.000","2021-04-15 11:50:52.000",25,8228,9000,773,0,9773
106,BANKNIFTY2141531800CE,"2021-04-15 11:51:47.000","2021-04-15 11:53:31.000",25,5000,4250,-750,0,5000
106,BANKNIFTY2141531800CE,"2021-04-15 11:55:05.000","2021-04-15 11:55:20.000",25,5241,4760,-481,0,5241
106,BANKNIFTY2141531800CE,"2021-04-15 12:10:54.000","2021-04-15 12:11:54.000",25,6400,6513,113,0,6625
110,BANKNIFTY2141532000CE,"2021-04-15 13:45:26.000","2021-04-15 13:46:26.000",25,3500,2381,-1119,0,3500
110,BANKNIFTY2141532000CE,"2021-04-15 14:06:04.000","2021-04-15 14:13:15.000",25,4250,4000,-250,0,4250
122,BANKNIFTY2142232100CE,"2021-04-15 15:01:33.000","2021-04-15 15:29:33.000",25,15850,16625,775,0,17400
122,BANKNIFTY2142232100CE,"2021-04-16 09:15:35.000","2021-04-16 09:18:22.000",25,17000,15500,-1500,0,17000
19,AMBUJACEM21APR310CE,"2021-04-16 09:30:25.000","2021-04-16 09:31:49.000",3000,17850,16650,-1200,0,17850
379,NAVINFLUOR21APR3200CE,"2021-04-16 12:24:30.000","2021-04-16 12:26:44.000",225,18788,16886,-1901,0,18788
388,NIFTY2142214700CE,"2021-04-16 14:41:27.000","2021-04-16 14:50:00.000",75,10058,9450,-608,0,10058
387,NIFTY2142214200PE,"2021-04-19 09:20:45.000","2021-04-19 09:28:16.000",75,11250,9638,-1613,0,11250
114,BANKNIFTY2142230500PE,"2021-04-19 09:46:32.000","2021-04-19 10:09:09.000",25,14149,11193,-2956,0,14149
387,NIFTY2142214200PE,"2021-04-20 12:25:16.000","2021-04-20 12:25:48.000",75,3600,3300,-300,0,3600
387,NIFTY2142214200PE,"2021-04-20 12:36:11.000","2021-04-20 12:40:05.000",75,3289,3158,-131,0,3289
387,NIFTY2142214200PE,"2021-04-20 13:02:31.000","2021-04-20 13:04:41.000",75,3566,3158,-409,0,3566
387,NIFTY2142214200PE,"2021-04-20 14:25:36.000","2021-04-20 15:02:57.000",75,4050,5063,1013,0,6075
274,HDFC21APR2300PE,"2021-04-20 15:18:18.000","2021-04-20 15:20:45.000",300,4350,4440,90,0,4530
387,NIFTY2142214200PE,"2021-04-20 15:21:59.000","2021-04-22 09:20:59.000",75,4324,5610,1286,2,6896
115,BANKNIFTY2142231300CE,"2021-04-22 11:54:34.000","2021-04-22 11:55:17.000",25,5500,5036,-464,0,5500
116,BANKNIFTY2142231300PE,"2021-04-22 12:01:05.000","2021-04-22 12:03:53.000",25,5400,5750,350,0,6100
115,BANKNIFTY2142231300CE,"2021-04-22 12:14:27.000","2021-04-22 12:14:50.000",25,5518,6000,483,0,6483
115,BANKNIFTY2142231300CE,"2021-04-22 12:18:01.000","2021-04-22 12:20:06.000",25,6291,5985,-306,0,6291
117,BANKNIFTY2142231400CE,"2021-04-22 13:18:52.000","2021-04-22 13:19:01.000",25,4150,4529,379,0,4908
117,BANKNIFTY2142231400CE,"2021-04-22 13:19:34.000","2021-04-22 13:19:53.000",25,4980,4409,-571,0,4980
117,BANKNIFTY2142231400CE,"2021-04-22 13:23:23.000","2021-04-22 13:25:24.000",25,5075,4504,-571,0,5075
120,BANKNIFTY2142231500PE,"2021-04-22 13:30:11.000","2021-04-22 13:30:36.000",25,5245,5501,256,0,5758
117,BANKNIFTY2142231400CE,"2021-04-22 13:32:52.000","2021-04-22 13:33:02.000",25,3550,3539,-11,0,3550
117,BANKNIFTY2142231400CE,"2021-04-22 13:47:32.000","2021-04-22 13:48:05.000",25,4853,4374,-479,0,4853
117,BANKNIFTY2142231400CE,"2021-04-22 13:55:10.000","2021-04-22 13:55:20.000",25,4899,4414,-485,0,4899
118,BANKNIFTY2142231400PE,"2021-04-22 13:55:39.000","2021-04-22 13:56:14.000",25,2451,2451,0,0,2451
119,BANKNIFTY2142231500CE,"2021-04-22 14:14:10.000","2021-04-22 14:15:03.000",25,4615,4750,135,0,4885
119,BANKNIFTY2142231500CE,"2021-04-22 14:34:44.000","2021-04-22 14:43:52.000",25,4516,4625,109,0,4734
121,BANKNIFTY2142231600CE,"2021-04-22 15:11:18.000","2021-04-22 15:16:14.000",25,5075,4278,-798,0,5075
390,NIFTY2152014400PE,"2021-05-14 09:30:15.000","2021-05-14 09:31:45.000",75,4174,4425,251,0,4676
393,NIFTY2152014900CE,"2021-05-14 09:50:37.000","2021-05-14 09:54:45.000",75,3975,4125,150,0,4275
392,NIFTY2152014500PE,"2021-05-14 10:16:07.000","2021-05-14 10:17:02.000",75,4935,4541,-394,0,4935
391,NIFTY2152014450PE,"2021-05-14 10:40:43.000","2021-05-14 10:44:24.000",75,3900,3739,-161,0,3900
390,NIFTY2152014400PE,"2021-05-14 11:45:39.000","2021-05-14 11:50:14.000",75,4125,3739,-386,0,4125
390,NIFTY2152014400PE,"2021-05-14 11:53:47.000","2021-05-14 11:55:57.000",75,3975,4200,225,0,4425
389,NIFTY2152014350PE,"2021-05-14 12:04:42.000","2021-05-14 12:11:02.000",75,3870,3525,-345,0,3870
389,NIFTY2152014350PE,"2021-05-14 12:30:04.000","2021-05-14 12:32:23.000",75,3060,3068,8,0,3075
394,NIFTY2152014950CE,"2021-05-14 14:48:14.000","2021-05-14 14:56:44.000",75,2768,2400,-368,0,2768
333,LT21MAY1600CE,"2021-05-14 15:07:17.000","2021-05-14 15:23:24.000",575,2875,3278,403,0,3680
333,LT21MAY1600CE,"2021-05-14 15:26:16.000","2021-05-17 09:21:47.000",575,3191,1323,-1869,3,3191
297,ICICIBANK21MAY680CE,"2021-05-17 12:29:46.000","2021-05-17 12:50:07.000",1375,1306,1238,-69,0,1306
124,BANKNIFTY2160335000PE,"2021-05-28 14:13:10.000","2021-05-28 14:14:41.000",25,9250,8896,-354,0,9250
395,NIFTY2160315450CE,"2021-05-28 14:19:38.000","2021-05-28 14:20:46.000",75,7931,7688,-244,0,7931
487,RELIANCE21JUN2200CE,"2021-05-28 14:24:33.000","2021-05-28 14:25:01.000",250,7500,7538,38,0,7575
487,RELIANCE21JUN2200CE,"2021-05-28 14:28:50.000","2021-05-28 14:30:30.000",250,8250,8588,338,0,8925
487,RELIANCE21JUN2200CE,"2021-05-28 14:34:11.000","2021-05-28 14:40:27.000",250,8750,8400,-350,0,8750
124,BANKNIFTY2160335000PE,"2021-05-28 14:48:17.000","2021-05-28 14:50:36.000",25,10896,10145,-751,0,10896
487,RELIANCE21JUN2200CE,"2021-05-28 15:05:00.000","2021-05-28 15:09:35.000",250,8063,7588,-475,0,8063
487,RELIANCE21JUN2200CE,"2021-05-28 15:10:54.000","2021-05-28 15:15:20.000",250,8000,7575,-425,0,8000
279,HDFCBANK21JUN1540CE,"2021-05-28 15:20:15.000","2021-05-28 15:27:09.000",550,16225,15565,-660,0,16225
487,RELIANCE21JUN2200CE,"2021-05-31 09:21:01.000","2021-05-31 09:30:02.000",250,6750,7625,875,0,8500
487,RELIANCE21JUN2200CE,"2021-05-31 09:38:28.000","2021-05-31 09:39:08.000",250,9775,9713,-63,0,9775
487,RELIANCE21JUN2200CE,"2021-05-31 09:39:59.000","2021-05-31 09:51:58.000",250,10225,10750,525,0,11275
125,BANKNIFTY2160335400CE,"2021-05-31 10:12:14.000","2021-05-31 10:16:12.000",25,9450,9250,-200,0,9450
485,RELIANCE21JUN2140PE,"2021-05-31 10:46:17.000","2021-05-31 11:15:18.000",250,12450,14500,2050,0,16550
485,RELIANCE21JUN2140PE,"2021-05-31 12:03:18.000","2021-05-31 12:11:50.000",250,12500,11750,-750,0,12500
486,RELIANCE21JUN2160PE,"2021-05-31 12:29:17.000","2021-05-31 12:52:40.000",250,14913,14300,-613,0,14913
486,RELIANCE21JUN2160PE,"2021-05-31 13:26:39.000","2021-05-31 13:34:30.000",250,16500,15825,-675,0,16500
487,RELIANCE21JUN2200CE,"2021-05-31 13:36:37.000","2021-05-31 13:38:56.000",250,13725,13738,13,0,13750
487,RELIANCE21JUN2200CE,"2021-05-31 13:40:43.000","2021-05-31 13:44:39.000",250,14463,13750,-713,0,14463
127,BANKNIFTY2160335500CE,"2021-05-31 14:09:47.000","2021-05-31 14:16:14.000",25,9586,9125,-461,0,9586
487,RELIANCE21JUN2200CE,"2021-05-31 14:21:59.000","2021-05-31 14:27:40.000",250,14650,13750,-900,0,14650
319,JSWSTEEL21JUN710CE,"2021-05-31 14:37:42.000","2021-05-31 14:48:31.000",1350,44550,42458,-2093,0,44550
318,JSWSTEEL21JUN700PE,"2021-05-31 14:52:26.000","2021-05-31 15:01:07.000",1350,36855,35100,-1755,0,36855
319,JSWSTEEL21JUN710CE,"2021-05-31 15:08:54.000","2021-06-01 09:16:26.000",1350,44618,43538,-1080,1,44618
397,NIFTY2160315600CE,"2021-05-31 15:19:48.000","2021-05-31 15:27:23.000",75,4995,4811,-184,0,4995
27,BAJAJ-AUTO21JUN4500CE,"2021-06-01 09:19:41.000","2021-06-01 09:20:11.000",250,13750,14250,500,0,14750
27,BAJAJ-AUTO21JUN4500CE,"2021-06-01 09:22:03.000","2021-06-01 09:34:49.000",250,17700,15375,-2325,0,17700
487,RELIANCE21JUN2200CE,"2021-06-01 09:36:04.000","2021-06-01 09:37:47.000",250,16000,15725,-275,0,16000
130,BANKNIFTY2160335600PE,"2021-06-01 09:40:32.000","2021-06-01 09:43:03.000",25,7244,7175,-69,0,7244
128,BANKNIFTY2160335500PE,"2021-06-01 09:46:32.000","2021-06-01 09:46:45.000",25,6163,6250,88,0,6338
128,BANKNIFTY2160335500PE,"2021-06-01 09:50:40.000","2021-06-01 09:55:50.000",25,6209,7025,816,0,7841
131,BANKNIFTY2160335700PE,"2021-06-01 09:50:40.000","2021-06-01 09:54:41.000",25,9335,8426,-909,0,9335
128,BANKNIFTY2160335500PE,"2021-06-01 09:59:19.000","2021-06-01 10:01:02.000",25,7905,7925,20,0,7945
128,BANKNIFTY2160335500PE,"2021-06-01 10:07:35.000","2021-06-01 10:13:20.000",25,8500,8750,250,0,9000
126,BANKNIFTY2160335400PE,"2021-06-01 10:17:03.000","2021-06-01 10:20:23.000",25,8000,9000,1000,0,10000
126,BANKNIFTY2160335400PE,"2021-06-01 10:22:29.000","2021-06-01 10:23:32.000",25,9675,8989,-686,0,9675
125,BANKNIFTY2160335400CE,"2021-06-01 10:27:10.000","2021-06-01 10:30:48.000",25,8530,8250,-280,0,8530
126,BANKNIFTY2160335400PE,"2021-06-01 10:33:14.000","2021-06-01 10:35:32.000",25,8075,7833,-243,0,8075
125,BANKNIFTY2160335400CE,"2021-06-01 10:35:54.000","2021-06-01 10:38:53.000",25,8349,8075,-274,0,8349
125,BANKNIFTY2160335400CE,"2021-06-01 10:54:28.000","2021-06-01 10:56:06.000",25,7766,7559,-208,0,7766
396,NIFTY2160315550PE,"2021-06-01 11:47:55.000","2021-06-01 11:54:12.000",75,6998,6270,-728,0,6998
397,NIFTY2160315600CE,"2021-06-01 12:15:20.000","2021-06-01 12:20:25.000",75,5025,5025,0,0,5025
4,ADANIENT21JUN1500CE,"2021-06-01 13:33:00.000","2021-06-01 13:34:59.000",1000,25300,24000,-1300,0,25300
4,ADANIENT21JUN1500CE,"2021-06-01 13:53:33.000","2021-06-01 14:04:39.000",1000,25800,21000,-4800,0,25800
4,ADANIENT21JUN1500CE,"2021-06-01 14:21:30.000","2021-06-01 14:25:33.000",1000,28600,28000,-600,0,28600
4,ADANIENT21JUN1500CE,"2021-06-01 14:29:09.000","2021-06-01 14:50:21.000",1000,30250,32000,1750,0,33750
2,ADANIENT21JUN1460CE,"2021-06-01 15:01:51.000","2021-06-01 15:12:30.000",1000,46700,57000,10300,0,67300
2,ADANIENT21JUN1460CE,"2021-06-01 15:15:24.000","2021-06-02 09:15:56.000",1000,56000,51250,-4750,1,56000
487,RELIANCE21JUN2200CE,"2021-06-02 09:17:00.000","2021-06-02 09:18:55.000",250,13875,14375,500,0,14875
2,ADANIENT21JUN1460CE,"2021-06-02 09:19:21.000","2021-06-02 10:04:14.000",1000,62000,70050,8050,0,78100
4,ADANIENT21JUN1500CE,"2021-06-02 10:16:41.000","2021-06-02 10:23:23.000",1000,67000,63500,-3500,0,67000
4,ADANIENT21JUN1500CE,"2021-06-02 10:24:08.000","2021-06-02 10:34:53.000",1000,66900,59000,-7900,0,66900
4,ADANIENT21JUN1500CE,"2021-06-02 10:38:39.000","2021-06-02 10:46:19.000",1000,61150,58950,-2200,0,61150
6,ADANIENT21JUN1520CE,"2021-06-02 10:55:44.000","2021-06-02 11:00:41.000",1000,56000,60100,4100,0,64200
6,ADANIENT21JUN1520CE,"2021-06-02 11:01:14.000","2021-06-02 11:15:06.000",1000,62600,61200,-1400,0,62600
7,ADANIENT21JUN1540CE,"2021-06-02 11:36:32.000","2021-06-02 11:55:40.000",1000,56000,58100,2100,0,60200
7,ADANIENT21JUN1540CE,"2021-06-02 12:02:47.000","2021-06-02 12:09:34.000",1000,64150,70000,5850,0,75850
123,BANKNIFTY2160334700PE,"2021-06-02 12:22:26.000","2021-06-02 12:22:59.000",25,1301,1245,-56,0,1301
8,ADANIENT21JUN1600CE,"2021-06-02 12:23:36.000","2021-06-02 12:26:50.000",1000,54650,50000,-4650,0,54650
8,ADANIENT21JUN1600CE,"2021-06-02 12:30:51.000","2021-06-02 12:39:01.000",1000,48000,46000,-2000,0,48000
8,ADANIENT21JUN1600CE,"2021-06-02 12:43:43.000","2021-06-02 13:41:39.000",1000,50000,56000,6000,0,62000
505,SBIN21JUN440CE,"2021-06-02 13:47:47.000","2021-06-02 14:04:31.000",1500,20100,19500,-600,0,20100
368,MOTHERSUMI21JUN270CE,"2021-06-02 14:02:12.000","2021-06-02 14:16:53.000",3500,37100,31675,-5425,0,37100
8,ADANIENT21JUN1600CE,"2021-06-02 14:24:46.000","2021-06-02 14:38:15.000",1000,54000,55250,1250,0,56500
8,ADANIENT21JUN1600CE,"2021-06-02 14:42:29.000","2021-06-02 14:49:43.000",1000,56600,60000,3400,0,63400
8,ADANIENT21JUN1600CE,"2021-06-02 14:52:44.000","2021-06-02 14:55:52.000",1000,58800,57500,-1300,0,58800
505,SBIN21JUN440CE,"2021-06-02 14:57:58.000","2021-06-02 15:05:10.000",1500,19800,19650,-150,0,19800
8,ADANIENT21JUN1600CE,"2021-06-02 15:05:48.000","2021-06-02 15:11:25.000",1000,51700,53800,2100,0,55900
8,ADANIENT21JUN1600CE,"2021-06-02 15:12:29.000","2021-06-02 15:18:32.000",1000,55400,55000,-400,0,55400
505,SBIN21JUN440CE,"2021-06-02 15:19:44.000","2021-06-02 15:25:33.000",1500,19875,19950,75,0,20025
397,NIFTY2160315600CE,"2021-06-02 15:21:33.000","2021-06-03 09:16:19.000",75,3274,4875,1601,1,6476
9,ADANIENT21JUN1640CE,"2021-06-03 09:18:43.000","2021-06-03 09:21:30.000",1000,65000,68000,3000,0,71000
10,ADANIENT21JUN1660CE,"2021-06-03 09:23:14.000","2021-06-03 09:31:32.000",1000,65800,47350,-18450,0,65800
11,ADANIENT21JUN1700CE,"2021-06-03 09:39:28.000","2021-06-03 09:40:26.000",1000,40900,38000,-2900,0,40900
132,BANKNIFTY2160335800PE,"2021-06-03 09:41:26.000","2021-06-03 09:55:47.000",25,7600,6768,-833,0,7600
124,BANKNIFTY2160335000PE,"2021-06-03 09:41:26.000","2021-06-03 09:56:00.000",25,338,400,63,0,463
133,BANKNIFTY2160336300CE,"2021-06-03 10:04:25.000","2021-06-03 10:23:14.000",25,148,140,-8,0,148
127,BANKNIFTY2160335500CE,"2021-06-03 10:04:35.000","2021-06-03 10:20:32.000",25,3750,3118,-633,0,3750
12,ADANIENT21JUN1720CE,"2021-06-03 10:24:36.000","2021-06-03 10:32:00.000",1000,34950,37000,2050,0,39050
12,ADANIENT21JUN1720CE,"2021-06-03 10:32:38.000","2021-06-03 10:35:47.000",1000,38000,35200,-2800,0,38000
12,ADANIENT21JUN1720CE,"2021-06-03 10:42:03.000","2021-06-03 10:45:45.000",1000,37250,36350,-900,0,37250
12,ADANIENT21JUN1720CE,"2021-06-03 10:55:17.000","2021-06-03 12:45:59.000",1000,43400,39550,-3850,0,43400
12,ADANIENT21JUN1720CE,"2021-06-03 13:13:46.000","2021-06-03 13:20:16.000",1000,44000,40100,-3900,0,44000
133,BANKNIFTY2160336300CE,"2021-06-03 13:26:29.000","2021-06-03 13:35:34.000",25,124,115,-9,0,124
127,BANKNIFTY2160335500CE,"2021-06-03 13:26:29.000","2021-06-03 13:35:28.000",25,2789,1764,-1025,0,2789
133,BANKNIFTY2160336300CE,"2021-06-03 13:46:01.000","2021-06-03 13:50:49.000",25,105,108,3,0,110
127,BANKNIFTY2160335500CE,"2021-06-03 13:46:01.000","2021-06-03 13:50:38.000",25,3925,3191,-734,0,3925
129,BANKNIFTY2160335600CE,"2021-06-03 13:51:09.000","2021-06-03 13:51:37.000",25,2769,2875,106,0,2981
129,BANKNIFTY2160335600CE,"2021-06-03 13:54:34.000","2021-06-03 13:55:21.000",25,2750,3000,250,0,3250
154,BANKNIFTY2161035800CE,"2021-06-03 13:58:57.000","2021-06-03 13:59:17.000",25,9750,9825,75,0,9900
154,BANKNIFTY2161035800CE,"2021-06-03 14:00:13.000","2021-06-03 14:18:10.000",25,10134,11250,1116,0,12366
154,BANKNIFTY2161035800CE,"2021-06-03 14:20:42.000","2021-06-03 14:21:13.000",25,11490,11206,-284,0,11490
134,BANKNIFTY2160336500CE,"2021-06-03 14:27:18.000","2021-06-03 14:28:25.000",25,54,46,-8,0,54
155,BANKNIFTY2161035900CE,"2021-06-03 14:30:26.000","2021-06-03 14:38:51.000",25,10000,9900,-100,0,10000
5,ADANIENT21JUN1500PE,"2021-06-03 14:42:14.000","2021-06-03 14:50:35.000",1000,38150,39600,1450,0,41050
3,ADANIENT21JUN1460PE,"2021-06-03 15:01:01.000","2021-06-03 15:11:38.000",1000,28350,28400,50,0,28450
12,ADANIENT21JUN1720CE,"2021-06-03 15:21:32.000","2021-06-03 15:22:06.000",1000,33300,31650,-1650,0,33300
400,NIFTY2161015700CE,"2021-06-04 10:26:16.000","2021-06-04 10:29:38.000",75,8925,9000,75,0,9075
401,NIFTY2161015700PE,"2021-06-04 10:36:33.000","2021-06-04 10:37:54.000",75,8625,8884,259,0,9143
401,NIFTY2161015700PE,"2021-06-04 10:38:31.000","2021-06-04 10:38:43.000",75,9000,8850,-150,0,9000
400,NIFTY2161015700CE,"2021-06-04 10:39:40.000","2021-06-04 10:42:24.000",75,7575,7875,300,0,8175
401,NIFTY2161015700PE,"2021-06-04 10:46:37.000","2021-06-04 10:47:35.000",75,9000,9000,0,0,9000
151,BANKNIFTY2161035400PE,"2021-06-04 10:57:25.000","2021-06-04 10:58:18.000",25,9300,9178,-123,0,9300
151,BANKNIFTY2161035400PE,"2021-06-04 11:01:37.000","2021-06-04 11:03:55.000",25,8750,8500,-250,0,8750
151,BANKNIFTY2161035400PE,"2021-06-04 11:12:18.000","2021-06-04 11:14:17.000",25,9888,9333,-555,0,9888
151,BANKNIFTY2161035400PE,"2021-06-04 11:17:46.000","2021-06-04 11:18:13.000",25,10394,10185,-209,0,10394
399,NIFTY2161015650PE,"2021-06-04 11:20:30.000","2021-06-04 11:26:49.000",75,7800,7725,-75,0,7800
505,SBIN21JUN440CE,"2021-06-04 11:30:00.000","2021-06-04 11:40:07.000",1500,20025,19575,-450,0,20025
148,BANKNIFTY2161035200PE,"2021-06-04 13:48:12.000","2021-06-04 13:55:11.000",25,9300,8938,-363,0,9300
401,NIFTY2161015700PE,"2021-06-07 09:48:09.000","2021-06-07 09:49:38.000",75,6675,6263,-413,0,6675
152,BANKNIFTY2161035500CE,"2021-06-07 09:59:38.000","2021-06-07 10:04:07.000",25,8450,8600,150,0,8750
152,BANKNIFTY2161035500CE,"2021-06-07 10:09:56.000","2021-06-07 10:11:31.000",25,8988,8625,-363,0,8988
402,NIFTY2161015750CE,"2021-06-07 10:19:47.000","2021-06-07 10:29:29.000",75,5475,5325,-150,0,5475
152,BANKNIFTY2161035500CE,"2021-06-07 10:32:00.000","2021-06-07 10:45:43.000",25,8450,8165,-285,0,8450
402,NIFTY2161015750CE,"2021-06-07 10:57:04.000","2021-06-07 11:16:40.000",75,5663,5438,-225,0,5663
402,NIFTY2161015750CE,"2021-06-07 11:26:31.000","2021-06-07 11:29:25.000",75,5550,5460,-90,0,5550
402,NIFTY2161015750CE,"2021-06-07 11:44:38.000","2021-06-07 11:45:32.000",75,5670,5535,-135,0,5670
401,NIFTY2161015700PE,"2021-06-07 12:05:58.000","2021-06-07 12:10:32.000",75,5340,5100,-240,0,5340
401,NIFTY2161015700PE,"2021-06-07 12:15:39.000","2021-06-07 12:17:57.000",75,5393,5179,-214,0,5393
151,BANKNIFTY2161035400PE,"2021-06-07 12:42:11.000","2021-06-07 12:57:13.000",25,6223,6250,28,0,6278
151,BANKNIFTY2161035400PE,"2021-06-07 12:47:45.000","2021-06-07 12:57:13.000",25,6690,6250,-440,0,6690
151,BANKNIFTY2161035400PE,"2021-06-07 13:04:41.000","2021-06-07 13:05:03.000",25,6300,6005,-295,0,6300
402,NIFTY2161015750CE,"2021-06-07 13:18:16.000","2021-06-07 13:57:02.000",75,5685,6296,611,0,6908
153,BANKNIFTY2161035600CE,"2021-06-07 13:44:13.000","2021-06-07 13:48:56.000",25,7925,7421,-504,0,7925
402,NIFTY2161015750CE,"2021-06-07 14:05:05.000","2021-06-07 14:10:29.000",75,6739,6533,-206,0,6739
402,NIFTY2161015750CE,"2021-06-07 14:11:51.000","2021-06-07 14:13:39.000",75,6825,6660,-165,0,6825
402,NIFTY2161015750CE,"2021-06-07 14:20:01.000","2021-06-07 14:22:00.000",75,7125,6975,-150,0,7125
148,BANKNIFTY2161035200PE,"2021-06-08 09:35:10.000","2021-06-08 09:42:14.000",25,5000,7500,2500,0,10000
146,BANKNIFTY2161035100PE,"2021-06-08 09:55:58.000","2021-06-08 10:03:17.000",25,6720,6500,-220,0,6720
400,NIFTY2161015700CE,"2021-06-08 10:35:21.000","2021-06-08 10:35:42.000",75,6143,6038,-105,0,6143
146,BANKNIFTY2161035100PE,"2021-06-08 10:39:50.000","2021-06-08 10:42:12.000",25,7119,6195,-924,0,7119
145,BANKNIFTY2161035100CE,"2021-06-08 11:02:12.000","2021-06-08 11:24:48.000",25,7498,7000,-498,0,7498
144,BANKNIFTY2161035000PE,"2021-06-08 12:01:16.000","2021-06-08 12:11:33.000",25,5350,5781,431,0,6213
400,NIFTY2161015700CE,"2021-06-08 12:16:17.000","2021-06-08 12:17:35.000",75,6300,6113,-188,0,6300
144,BANKNIFTY2161035000PE,"2021-06-08 14:02:38.000","2021-06-08 14:05:28.000",25,4650,4650,0,0,4650
402,NIFTY2161015750CE,"2021-06-08 14:45:32.000","2021-06-08 14:54:42.000",75,5175,5228,53,0,5280
402,NIFTY2161015750CE,"2021-06-08 14:55:15.000","2021-06-08 14:55:43.000",75,5329,5111,-218,0,5329
401,NIFTY2161015700PE,"2021-06-08 15:12:06.000","2021-06-08 15:14:47.000",75,3668,3585,-83,0,3668
402,NIFTY2161015750CE,"2021-06-08 15:18:34.000","2021-06-08 15:25:19.000",75,4725,4695,-30,0,4725
144,BANKNIFTY2161035000PE,"2021-06-09 09:20:48.000","2021-06-09 09:24:58.000",25,5379,5375,-4,0,5379
145,BANKNIFTY2161035100CE,"2021-06-09 09:30:03.000","2021-06-09 09:30:34.000",25,6215,7485,1270,0,8755
147,BANKNIFTY2161035200CE,"2021-06-09 09:34:48.000","2021-06-09 09:35:16.000",25,6405,6000,-405,0,6405
147,BANKNIFTY2161035200CE,"2021-06-09 09:37:35.000","2021-06-09 09:40:14.000",25,6750,6000,-750,0,6750
149,BANKNIFTY2161035300CE,"2021-06-09 09:53:21.000","2021-06-09 09:58:16.000",25,5453,5450,-3,0,5453
149,BANKNIFTY2161035300CE,"2021-06-09 10:00:53.000","2021-06-09 10:10:44.000",25,6346,5750,-596,0,6346
157,BANKNIFTY2161036300CE,"2021-06-09 12:10:22.000","2021-06-09 12:11:11.000",25,316,314,-3,0,316
158,BANKNIFTY2161036400CE,"2021-06-09 12:10:22.000","2021-06-09 12:11:11.000",25,280,276,-4,0,280
157,BANKNIFTY2161036300CE,"2021-06-09 12:11:39.000","2021-06-09 13:16:35.000",25,319,284,-35,0,319
158,BANKNIFTY2161036400CE,"2021-06-09 12:11:39.000","2021-06-09 13:14:29.000",25,280,266,-14,0,280
150,BANKNIFTY2161035400CE,"2021-06-09 12:11:39.000","2021-06-09 12:18:39.000",25,4000,3550,-450,0,4000
150,BANKNIFTY2161035400CE,"2021-06-09 12:24:12.000","2021-06-09 12:42:00.000",25,3679,4100,421,0,4521
150,BANKNIFTY2161035400CE,"2021-06-09 12:42:02.000","2021-06-09 12:42:15.000",25,3800,3809,9,0,3818
149,BANKNIFTY2161035300CE,"2021-06-09 12:52:58.000","2021-06-09 13:16:29.000",25,2271,4428,2156,0,6584
